Location,Lamp Hrs,Lamp Hours(2),Projector Type,Filter Hrs,Lamp Status,Last Checked,Prev. Inc.,Model: Control | TP,IP: Control | TP  ,FW: Control | TP,AMX IP,Last Checked,Notes
HPR251,1944,N/A,NEC NP-P502WL-2 Laser ,0,GOOD,5/15/2019,INC0094293,DMPS3-200-C,192.168.80.81,1.501.2958.31007,,,"System- 
Components: Crestron DMPS3-4k-150-C(Inv. #: None)(S/N: 14366412)(Mfg. Date: Dec-15), HD-DA-2(Inv. #: None)(S/N: 13770907), and TSW-750-TTK-B-S Touchpanel(6506065), Cisco Catalyst 3560-CG Series PoE Managed Switch(Inv. #: None)(S/N: FOC1652Y4HJ), Delvcam Confidence Monitor(619160035), Epson ELPDC05 Document Camera(Inv. #: Black and White: 16633)(S/N: FYZ0764081), QSC ISA300T(Inv. #: None)(S/N: 070327741), RDL EZ-MPA1(097640), Crown Ceiling Mic, Marshall Ceiling Cam, Logitech Webcam, Epiphan SDI and DVI to USB3.0 adapters for the ceiling cam and content | Sources: Computer, Laptop VGA, Laptop HDMI, Doc Cam | "
HPR252,4002,N/A,NEC NP-P502WL-2 Laser,0,GOOD,5/15/2019,,DMPS3-4K-150-C,192.168.80.69,1.501.2958.31007,,,"System- 
Components: Crestron TSW-750-TTK-B-S(65006065) Touchpanel and DMPS3-4K-150-C, Delvcam Confidence monitor(619160157), Epson ELPDC05 Document Camera(Inv. #: Black and White: 15781)(S/N: FYZ05Y1722), RDL EZ-MPA1, Crown Ceiling Mic, Logitech Webcam, Epiphan SDI and DVI to USB3.0 adapters for ceiling cam and content | Sources: Computer, Laptop VGA, Laptop HDMI, Doc Cam | "
HPR253,5247,N/A,Panasonic PT-VZ575N,0,GOOD,6/11/2019,INC0124395,DMPS3-4K-150-C,192.168.80.31,1.501.2958.31007,,5/18/2018,"System- 
Components: 
Crestron 
? TSW-750-TTK-B-S Touchpanel(6506065) 
? DMPS3-4k-150-C(Inv. #: None)(P/N: 6507090)(S/N: 13406471)(Mfg. Date: JAN-16) 
? HD-DA-2(Inv. #: None)(P/N: 6503809)(S/N: 13771382)(PW-2407WU) 
? MP-AMP30(Inv. #: None)(P/N: 6503723)(S/N: 14474836)(PW-2420RU) 

Cisco Catalyst WS-C3560CG-8PC-S PoE Managed Switch(Inv. #: None)(S/N: FOC1729Y4U4), Delvcam Confidence Monitor(619160035), Epson ELPDC05 Document Camera(Inv. #: Black: 15782 and White: 015782)(S/N: FYZ05Y1717), Crown Ceiling Mic, RDL EZ-MPA1 Mic Preamp(303 100293), Marshall Ceiling Cam, Logitech Webcam, Epiphan SDI and DVI to USB3.0 adapters for the ceiling cam and content | Sources: Computer, Laptop VGA, Laptop HDMI, Doc Cam | "
HPR256,3601,N/A,Panasonic PT-VZ575,0,,1/8/2019,,,,,,,
HPR261,454,,Epson 6100i,0 (Was 136),GOOD,6/7/2018,,,,,,5/18/2018,"System- This room has less components than most classrooms, there is not a touchpanel or cables for a laptop 
Components: Sony EVI-D100 back camera(No Inv. #)(S/N: Not visible), Crown ceiling mic, desk-top harman/kardon speakers "
HPR262,2572,N/A,NEC NP-P502WL-2,0,GOOD,6/11/2019,INC0124384,DMPS3-4K-150-C,192.168.80.66,1.501.2958.31007,,5/18/2018,"System- 
Components: 

Crestron- 
? TSW-750-TTK-B-S Touchpanel (6506065) 
? DMPS3-4K-150-C Control System (Inv. #: None)(P/N: 6507090)(S/N: 14366432)(Mfg. Date: DEC-15) 
? HD-DA-2 Distr. Amp. (Inv. #: None)(P/N: 6503809)(S/N: 13771467) 
? MP-AMP30 Amp. (Inv. #: None)(P/N: 6503723)(S/N: 14474837)(PW-2420RU) 
Cisco WS-C3560CG-8PC-S Managed Switch(Inv. #: None)(S/N: FOC1729Y417), Epson ELPDC05 Document Camera(Inv. #: Black and White: 015591)(S/N: FYZ05Z2064), Delvcam VGA Confidence monitor, Logitech Webcam, Crown ceiling microphone, RDL EZ-MPA1 Mic PreAmp, Epiphan SDI2USB 3.0 adapter for the Sony Ceiling camera and DVI2USB 3.0 for content| Sources: Computer, Laptop VGA, Laptop HDMI, Doc Cam | "
HPR275,3789,N/A,Panasonic PT-VZ575N,466,GOOD,5/16/2019,INC0094284,QM-RMC,192.168.80.60,1.503.3318.26859,,5/18/2018,"System- 
Components: Crestron RMC3(P/N: 6505761)(S/N: 14730646), Extron XPA2001-70V(S/N: A0N4JF3E24624A2812PO216771), Kramer VP-440(S/N: 11158025900233), Cisco WS-C3560CG-8PC-S Managed Switch(Inv. #: None)(S/N: FOC1729Y03W), Epson ELPDC05 Doc Cam(Inv. #: Black: 15589 and White: 015589)(S/N: FYZ05Z1997) | Sources: Computer, Laptop VGA, Laptop HDMI, Doc Cam | "
LIB202,(Display),,None,,,?,,,,,,5/18/2018,
LIB401,1075,N/A,Epson 6110i,380,GOOD,5/2/2017,,,,,,,"System- 
Components: AMX NXT-CV10 Touchpanel(No Inv. #)(S/N: 225901XP1460161), Extron MLS 406 Switcher, Shure ULXP4, Canon VIsualizer RE-450X Doc Cam(No Inv. #)(S/N: 2830110304), Toshiba DVD/VCR combo unit, A Shure ULX1-G3 and SM58 Wireless microphones | Sources: Laptop(occupied), Doc Cam, DVD/VCD | "
LIB422,?,,Epson PowerLite 830p,?,,?,,,,,,5/18/2018,
ORN103,(Display),,TV,0,GOOD,11/12/2015,,,,,,5/18/2018,
PHE110,935,,Epson 6100i,535,GOOD,9/29/2017,,,,,,,"System- 
Components: Extron AAP 102 Wallplate and AMX touchpanel, JVC DR-MV77 DVD/VCR Combo Unit, SmartBoard SB680 (Inv. #: None)(S/N: 324674)(Mfg. Date: 2007), LG 60PB 660 TV (Inv. #: None)(S/N: 405RMFP66659)(Mfg. Date: May, 2014) "
RBN1007,2195,N/A,Epson 6100i,251,GOOD,8/22/2017,,,,,,,"System- 
Components: Crestron TPS-3000 Touchpanel(Inv. #: None)(S/N: 65001883138108) and MPS-100, WolfVision VZ-8plus^2 Document Camera(Inv. #: Black and White: 17125)(S/N: 1003039), Crown PCC 170SW0 Microphone (""MIC 15"" Label), JVC DR-MV77 DVD/VCR combo unit | Sources: LAPTOP, VCR, DVD, DOC CAM, PC | "
RBN1035,(Display),,(Display),,,1/9/2019,,,,,,,
RBN1039,632,N/A,Epson 6100i,0,GOOD,7/31/2018,,,,,,,"System- 
Components: Crestron TPS-3000 Touchpanel and MPS-100, JVCDR-MV77 VCR/DVD Combo Unit(unused), WolfVision VZ-8plus^2 Document Camera(Inv. #: Black and White: 17123)(S/N: 1003037), Crown PCC 170SWO microphone| Sources: Computer, Laptop VGA, Doc Cam | "
RBN2007,3997,N/A,NEC NP-P502WL-2,0,GOOD,1/9/2019,,DMPS3-4K-100-C,192.168.80.198,Current Version: 1.502.3205.17254,,,"System- 
Components: Crestron DMPS3-4K-150-C and TSW-750-TTK-B-S Touchpanel (6506065), Delvcam confidence VGA monitor (619160020), WolfVision VZ-8plus^2 Document Camera (Inv. #s: Both Black and White: 16432)(Serial No.: 0850964), Epiphan DVI2USB and SDI2USB adapters, Sony ceiling camera and Crown ceiling microphone, Logitech webcam | Sources: Computer, Laptop VGA, Laptop HDMI, Doc Cam | "
RBN2009,(Display),N/A,(Display),,,1/9/2019,,DMPS3-4K-100-C,10.20.14.22,Current Version: 1.501.2958.31007 (Feb 06 2017),,,"System- This room is different from other conference rooms, the computer is only connected to the SmartBoard and the projector is only connected with a laptop source 
Components: Crestron wallplate | Sources: Laptop | "
RBN2011,1010,,NEC NP-P502WL-2,0,GOOD,1/9/2019,,DMPS3-4K-150-C,192.168.80.205,Current Version: 1.502.3205.17254,,,"System- 
Components: Crestron TSW-750-TTK-B-S Touchpanel(6506065), DMPS3-4K-150-C(Inv. #: None)(P/N: 6507090)(S/N: 14366436)(Mfg. Date: DEC-15), MP-AMP30 2Ch.15W(Inv. #: None)(M/N: PW-2420RU)(P/N: 6503723)(S/N: 14475208), HD-DA-2 Distr. Amp(Inv. #: None)(P/N: 6503809)(S/N: 13771171), Cisco Catalyst 3560-CG Series PoE Mgd. Switch(Inv. #: None)(M/N: WS-C3560CG-8PC-S V03)(S/N: FOC1728Y6M1)(Mfg. Date: 20130714), RDL EZ-MPA1 Preamp(Inv. #: None)(101538), Delvcam Confidence monitor, WolfVision VZ-8plus^2 Document Camera(Inv. #: Black and White: 17003)(S/N: 1000862), Crown ceiling microphone, Marshall Ceiling Camera, Epiphan DVI2USB and SDI2USB adapters for content and ceiling camera, Logitech webcam | Sources: Computer, Laptop VGA, Laptop HDMI, Doc Cam | "
RBN2012,1069,,NEC NP-P502WL-2,0,GOOD,1/9/2019,,DMPS3-4K-150-C,192.168.80.208,Current Version: 1.502.3205.17254,,,"System- 
Components: Crestron TSW-750-TTK-B-S(6506065)Touchpanel and DMPS3-4K-150-C, DelvCam Confidence Monitor, Epson ELPDC05 Document Camera(Inv. #: Black and White: 15588)(S/N:FYZ05Y1733), Crown Ceiling Microphone, Marshall Ceiling Camera, Logitech Webcam, Epiphan DVI and SDI2USB3.0 adapters, | Sources: Computer, Laptop VGA, Laptop HDMI, Doc Cam | "
RBN2021,3637,N/A,Panasonic PT-VZ575N,0,GOOD,4/4/2019,,DMPS3-200-C,192.168.71.28,Verify,,5/18/2018,"System- 
Components: Crestron Touchpanel and MPS-100, WolfVision VZ-8plus^2 Doc Cam, VC DR-MV77, 20A Juice Goose, Network Camera W40, Logitech Webcam | Sources: LAPTOP, VCR, DVD, DOC CAM, PC| "
RBN2022,173,N/A,Epson 6100i,0,GOOD,11/5/2018,,MPS-100,192.168.71.38,Verify,,5/18/2018,"System- 
Components: Crestron Touchpanel and MPS100, WolfVision VZ-8plus^2 Doc Cam, JVC DR-MV77, 20A Juice Goose, Network Camera W40, Logitech Webcam | Sources: Laptop, VCR/DVD, DOC CAM, PC| "
RBN2024,3591,N/A,Epson 6100i,0,GOOD,11/5/2018,,MPS-100,192.168.71.10,Verify,,5/18/2018,"System- 
Components: Crestron Touchpanel and MPS100, WolfVision VZ-8plus^2 Doc Cam, JVC DR-MV77, 20A Juice Goose, Network Camera W40, Logitech Webcam | Sources: Laptop, VCR/DVD, DOC CAM, PC| "
RBN2025,2705,I,Epson 6100i,0,GOOD,11/5/2018,,MPS-100,192.168.71.29,Verify,,5/18/2018,"System-
Components: Crestron TPS-3000 Touchpanel and MPS-100, Epson ELPDC05 Document Camera(Inv. #: Black and White: 17015)(S/N: FYZ0774165), JVC MV-77 VCR/DVD Combo Unit, Logitech HD Webcam | Sources: LAPTOP, VCR, DVD, DOC CAM, PC | "
RBN2028,3163,N/A,Epson 6100i,0,GOOD,11/5/2018,,MPS-100,192.168.80.169,Current Version: 4.003.0015 (Oct 04 2010),,,"System- 
Components: Crestron Touchpanel and MPS100, WolfVision VZ-8plus^2 Doc Cam, JVC DR-MV79, 20A Juice Goose, Logitech Webcam | Sources: Computer, Laptop VGA, Doc Cam| "
RBN2032,3162,N/A,Epson 6100i,0,GOOD,7/31/2018,,MPS-100,192.168.71.11,Verify,,,"System-
Components:Crestron TPS-3000 touchpanel, JVC DR-MV77 DVD/VCR combo unit(disconnected) | Sources: VCR, DVD, PC |"
RBN2033,3867,N/A,Epson 6100i,0,GOOD,7/31/2018,,MPS-100,192.168.71.12,Verify,,,"System-
Components:Crestron TPS-3000 touchpanel, JVC DR-MV77 DVD/VCR combo unit(disconnected) | Sources: VCR, DVD, PC | "
RBN2035,413,N/A,Epson 6100i,0,GOOD,7/31/2018,,MPS-100,192.168.71.7,Verify,,,"System- 
Components: Crestron Touchpanel and MPS100, WolfVision VZ-8plus^2 Doc Cam, JVC DR-MV77, 20A Juice Goose, Network Camera W40, Logitech Webcam | Sources: Laptop, VCR/DVD, DOC CAM, PC| "
RBN2046,81,N/A,Epson 6100i,10,GOOD,1/10/2018,,MPS-100,192.168.71.6,Verify,,5/18/2018,"System- 
Components: Crestron TPS-3000 Touchpanel and MPS-100, WolfVision VZ-8plus^2 Document Camera(Inv. #: Black and White: 17002 )(S/N: 1000865), JVC DR-MV77 DVD/VCR Combo Unit, Logitech Webcam, Crown PCC 170SWO Microphone, Logitech Webcam | Sources: LAPTOP, VCR, DVD, DOC CAM, PC | "
RBN3032,(PC Only),,(PC Only),,,?,,,,,,,
RBN3035,1334,1336,Panasonic PT-VZ575N,363,BAD,5/13/2019,,DMPS3-300-C,192.168.80.190,Current Version: 1.502.3081.24394,,,"System- 
Components: Crestron DMPS3-300-C and TSW-750-TTK-B-S Touchpanel(65065), WolfVision VZ-8plus^2 Document Camera(Inv. #s: Black and White: 17011)(S/N: 1000864), Ceiling Preview Camera(Inv. #s: Black and White: 16812)(S/N: is not visible), LG 60LX341C TV(Inv. #: None)(S/N: 511RMLM3N768), (2) Epiphan DVI2USB adapters, Crown ceiling microphone, Shure ULX1-G3 Wireless Microphone | Sources: Computer, Laptop VGA, Laptop HDMI, Doc Cam, Preview Camera | "
RBN3038,2036,0,Panasonic PT-VZ575N,0,GOOD,,,DMPS3-4K-150-C,10.20.14.10,Current Version: 1.501.2958.31007,,,"System- 
Components: Crestron Touchpanel and MPS-100, Epson ELPC05 Doc Cam, VC DR-MV77, 20A Juice Goose, Network Camera W40, Logitech Webcam | Sources: LAPTOP, VCR, DVD, DOC CAM, PC| "
RBN3039,3467,,Panasonic PT-VZ575N,0,GOOD,,,DMPS3-4K-150-C,10.20.14.13,Current Version: 1.502.3175.24468,,,"System- 
Components: Crestron DMPS3-300-C and TSW-750-TTK-B-S Touchpanel(65065), WolfVision VZ-8plus^2 Document Camera(Inv. #s: Black and White: 17011)(S/N: 1000864), Ceiling Preview Camera(Inv. #s: Black and White: 16812)(S/N: is not visible), LG 60LX341C TV(Inv. #: None)(S/N: 511RMLM3N768), (2) Epiphan DVI2USB adapters, Crown ceiling microphone, Shure ULX1-G3 Wireless Microphone | Sources: Computer, Laptop VGA, Laptop HDMI, Doc Cam, Preview Camera | "
RBN3040,1821,0,Panasonic PT-VZ575N,0,GOOD,,,DMPS3-4K-150-C,10.20.14.16,Current Version: 1.502.3175.24468,,,"System- 
Components: Crestron TSW-760-TTK-B-S (6507727) Touchpanel and DMPS3-4K-150-C, Epson ELPDC05 Document Camera(Inv. #: Black and White: 17016)(S/N: FYZ0764084) | Sources: Computer, Laptop VGA, Laptop HDMI, Doc Cam | "
RBN3041,339,0,Panasonic PT-VZ575,0,GOOD,,,DMPS3-4K-150-C,10.20.14.19,Current Version: 1.501.2958.31007,,5/18/2018,"System- 
Components: Crestron TSW-760-TTK-B-S (6507727) Touchpanel and DMPS3-4K-150-C, Epson ELPDC05 Document Camera(Inv. #: Black and White: 15473)(S/N: FYZ0581223) | Sources: Computer, Laptop VGA, Laptop HDMI, Doc Cam | "
RBN3047,1089,,Epson 6100i,0,,,,QM-RMCRXBA,192.168.71.58,Verify,,5/18/2018,"System- This room has less in it than others, there is not a desktop computer 
Components: older Crestron Wallplate | Sources: Laptop | "
RBN4019,1,,NEC NP-P502WL-2,0,GOOD,,,DMPS3-200-C,10.20.14.24,Current Version: 1.503.3332.19705,,5/18/2018,"System- 
Components: Crestron Touchpanel and MPS-100, WolfVision VZ-8plus^2 Doc Cam, JVC DR-MV77, 20A Juice Goose, Network Camera W40, AT microphone | Sources: LAPTOP VCR, DVD, DOC CAM, PC| "
RBN4024,1347,N/A,Panasonic PT-VZ575,0,BAD,6/19/2019,INC0125290,DMPS3-4K-150-C,192.168.80.187,Current Version: 1.501.2958.31007,,5/18/2018,"System- 
Components: 
Crestron 
? TSW-750-TTK-B-S Touchpanel(6506065) 
? DMPS3-4k-150-C(Inv. #: None)(P/N: 6507090)(S/N: 14366492)(Mfg. Date: DEC-16) 
? HD-DA-2(Inv. #: None)(P/N: 6503809)(S/N: 13771432)(PW-2407WU) 
? MP-AMP30(Inv. #: None)(P/N: 6503723)(S/N: 14475195)(PW-2420RU) 

Cisco Catalyst WS-C3560CG-8PC-S PoE Managed Switch(Inv. #: None)(S/N: FOC1729Y96M), Delvcam Confidence Monitor(619160035), WolfVision VZ-8 Document Camera(Inv. #: )(S/N: 1087599), Crown Ceiling Mic, RDL EZ-MPA1 Mic Preamp(303 100293), Marshall Ceiling Cam, Logitech Webcam, Epiphan SDI and DVI to USB3.0 adapters for the ceiling cam and content, IIIP Drawing Tablet | Sources: Computer, Laptop VGA, Laptop HDMI, Doc Cam | "
RBN4025,4424,N/A,Panasonic PT-VZ575,0,BAD,,,DMPS3-4K-150-C,192.168.80.174,Current Version: 1.501.2958.31007,,5/18/2018,"System- 
Components: Crestron TSW-750-TTK-B-S Touchpanel(6506065) and DMPS3-4K-150-C, DelvCam Confidence Monitor, Epson ELPDC05 Document Camera(Inv. #: Red: ITV-6000)(S/N: FYZ04Y0539), Crown Ceiling Microphone, Marshall Ceiling Camera, Logitech Webcam, Epiphan DVI and SDI to USB3.0 adapters for content and ceiling camera respectively | Sources: Computer, Laptop VGA, Laptop HDMI, Doc Cam | "
RBN4027,1,N/A,NEC NP-P502WL-2,0,GOOD,,,MPS-100,192.168.80.119,Current Version: 4.003.0015 (Oct 04 2010),,,"System- 
Components: Crestron Touchpanel and MPS-100, Delvcam, WolfVision VZ-8plus^2 Doc Cam, 20A Juice Goose, W40 Network Camera, AT microphone | Sources: Computer, Laptop VGA, Doc Cam "
RBN4032,2449,N/A,NEC NP-P502WL-2,0,GOOD,6/19/2019,INC0125269,DMPS3-4K-150-C,192.168.80.155,Current Version: 4.003.0015 (Oct 04 2010),,5/18/2018,"System- 
Components: 
Crestron 
? TSW-750-TTK-B-S Touchpanel(6507727) 
? DMPS3-4k-150-C(Inv. #: None)(P/N: 6507090)(S/N: 1832JBH04295)(Mfg. Date: AUG-18) 

Cisco Catalyst WS-C3560CG-8PC-S PoE Managed Switch(Inv. #: None)(S/N: FOC12729YU5R), WolfVision VZ-8 Document Camera(Inv. #: )(S/N: 1087599), Logitech Webcam, Extron VGA distribution amplifier, Wacom Tablet | Sources: Computer, Laptop VGA, Laptop HDMI, Doc Cam | "
RBN4034,2,,NEC NP-P502WL-2,0,GOOD,,,MPS-100,10.20.14.28,Current Version: 4.003.0015 (Oct 04 2010),,5/18/2018,"System- 
Components: Crestron MPS-100(Inv. #: None)(S/N: 6501001 and 3212625) and TSW-760-TTK-B-S Touchpanel (6507727), Crestron DM-TX-4k-302-C Transmitter(Inv. #: None)(S/N: PN: 6507319, S/N: 16985317), WolfVision VZ-8Plus^2 Doc Cam(Inv. #: Black: 17126 and White: 017126)(S/N: 1003040), Logitech Webcam | Sources: Computer, Laptop VGA, Laptop HDMI, Doc Cam | "
RBN4039,1083,,Epson 6100i,14,,,,QM-RMCRXBA,192.168.71.13,Verify,,5/18/2018,"System- 
Components: Crestron wallplate touchpanel and QM-TX, Wacom DTZ-1200W Tablet(Manuf.: MAY 2008)(S/N: 8EC000398), Logitech Webcam(disconnected)| Sources: Laptop | "
RBS1024,277,,Smart 60WI,0,GOOD,,,,,,,5/18/2018,"System- 
Components: AMX wallplate style touchpanel, Sony KDL-52W3000 TV(Inv. #: White: 17484)(S/N: 8169951)(Manuf.: February 2008), Disconnected Epson ELPDC05 Document Camera(Inv. #: Red: ITV-6009)(S/N: FYZ04Y0542), Logitech Webcam | Sources: N/A | "
RBS1031,2831,N/A,Panasonic PT-VZ575,252,GOOD,8/22/2017,,DMPS3-4K-150-C,192.168.80.25,Current Version: 1.501.2958.31007,,5/18/2018,"System- 
Components: Crestron Touchpanel and DMPS3-4K-150-C, WolfVision VZ-8plus^2 Doc Cam (Inv. #: 16433), Delvcam, SDI2USB3.0 cam, 20A Juice Goose, Logitech Webcam | Sources: Computer, Laptop VGA, Laptop HDMI, Doc Cam|"
RBS1032,(PC Only),,(PC Only),,,?,,,,,,5/18/2018,
RBS2006,(Displays),,(LCD Displays),,,?,,DMPS3-300-C,192.168.80.3,Current Version: 1.501.2843.20911,,,
RBS2015,1264,N/A,Panasonic PT-VZ575N,0,GOOD,1/11/2019,,DMPS3-4K-150-C,192.168.80.94,Current Version: 1.501.2958.31007,,,"System- 
Components: Crestron TSW-760-TTK-B-S Touchpanel(6507727) and DMPS3-4K-150-C, WolfVision VZ-8light Doc Cam (Inv. #: Black: 15941)( S/N: 0811738), Logitech Webcam | Sources: Computer, Laptop VGA, Laptop HDMI, Doc Cam | "
RBS2019,3676,N/A,Panasonic PT-VZ575,0,GOOD,1/11/2019,,DMPS3-4K-150-C,192.168.80.211,Current Verison: 1.502.3088.20962,,5/18/2018,"System- 
Components: Crestron Touchpanel and DMPS3-4k-150-C, WolfVision VZ-8light Doc Cam, 20A Juice Goose, SDI2USB3.0 Camera, DVI2USB3.0, Logitech Webcam| Sources: Computer, Laptop VGA, Laptop HDMI, Doc Cam |"
RBS2023,162,N/A,Epson PowerLite 965H,0,GOOD,8/24/2017,,MPS-100,192.168.80.42,Current Version: 4.003.0015 (Oct 04 2010),,,"System- 
Components: Crestron TSW-750-TTK-B-S Touchpanel(6506065) and MPS-100, Panasonic AG-VP320 VCR/DVD combo unit, Sony EVI-D100C Camera (Inv. #: 15950)(S/N: 201443), Crown Ceiling Microphone, Epiphan VGA2USB adapter | Sources: Computer, Laptop/VGA, DVD/VCR COMBO, Camera Preview | "
RBS2024,2568,2387,Panasonic PT-VZ575,288,GOOD,8/17/2017,,DMPS3-4K-150-C,192.168.80.201,Current Version: 1.502.3081.24394,,5/18/2018,"System- 
Components: Crestron DMPS3-300-C and TSW-750-TTK-B-S Touchpanel(6506065), WolfVision VZ-8light^3 Document Camera(Inv. #: Black and White: 18697)(S/N: 1020650), Sony EVI-D30 Ceiling Camera(Inv. #: None)(S/N: 176686), Crown Ceiling Microphone, LG 60LX341C TV(Inv. #: None)(S/N: 511RMTT3N769), (2) Epiphan DVI2USB3.0 adapters, Shure ULX1-G3 Wireless Microphone | Sources: Computer, Laptop VGA, Laptop HDMI, Doc Cam, Preview Camera | "
LUC113,,,,,,,,,,,,5/18/2018,
LUC206,,,,,,,,,,,,5/18/2018,
LUC207,,,,,,,,,,,,5/18/2018,
LUC211,,,,,,,,,,,,5/18/2018,
PAL102,,,,,,,,,,,,5/18/2018,
PAL208,,,,,,,,,,,,5/18/2018,
PAL209,,,,,,,,,,,,5/18/2018,
PAL210,,,,,,,,,,,,5/18/2018,
PAL211,,,,,,,,,,,,5/18/2018,
PAL212,,,,,,,,,,,,5/18/2018,
RBS4015,71,71,Panasonic PT-D5600U,,GOOD,,,,,,,5/18/2018,"System- 
Components: Extron RGB 464xi wallplate | Sources: N/A | "
STE127,0,N/A,Epson G6900wu,0,GOOD,2/22/2019,,CP3/DM-MD8X8 | TSW-760,192.168.80.140 | 192.168.80.141,1.501.2867.24563 | 2.001.0040,,5/18/2018,
STE202,N/A,N/A,N/A,N\A,N/A,,,DMPS3-300-C | TSW-760,10.20.12.14 | 10.20.12.15,1.502.3081.24394 | 1.002.0031,,5/18/2018,
STE301,382,N/A,Panasonic PT-EZ590,373,GOOD,8/23/2017,,DMPS3-300-C,192.168.80.44,1.501.2843.20911,,5/18/2018,
STE324,TV,,(Display),,,8/16/2017,,DMPS3-200-C,192.168.80.35,1.502.3081.24394,,,
UC3114,TV,,(Display),,,?,,,,,,?,
USC118,0,,NEC NP-P502WL-2,0,,,,,,,,,
COB103,1644,1643,NEC NP-PA803UL,N/A,GOOD,5/20/2019,INC0123375,DMPS3-300-C,,,,,"System- 
Components: 
Crestron- 
? TSW-760-TTK-B-S (6507727) Touchpanel 
? DMPS3-300-C (Inv. #: None)(S/N: 1803JBH13503) 
Cisco Catalyst 3560-CX Series Switch(Inv. #: None)(Mfg. Date: 20180620), AudioSource Amp-2210T(Inv. #: None)(S/N: 1742NEJ04954), ELMO TT-12iD Document Camera(Inv. #: None)(S/N: 1405394), Sharp PN-LE601 TV (S/N: 803611496), Shure SM58 Handheld mic, Shure QLXD1 Lapel Mic, Shure QLXD4 Wireless Mic Rec., SerialComm Serial Port Isolator, (2)Logitech Clicker, Logitech Webcam | Sources: Computer, Laptop VGA, Laptop HDMI, Doc Cam | "
COB111,1225,1222,NEC NP-PA803UL,N/A,GOOD,5/20/2019,INC0123049,DMPS3-300-C,,,,,"System- 
Components: 
Crestron- 
? TSW-760-TTK-B-S (6507727) Touchpanel 
? DMPS3-300-C (Inv. #: None)(S/N: 1803JBH12952) 
Cisco Catalyst 3560-CX Series Switch(Inv. #: None)(S/N: FOC2225Y2NH)(Mfg. Date: 20180620), AudioSource Amp-2210T(Inv. #: None)(S/N: 1748NEJ04694), ELMO TT-12iD Document Camera(Inv. #: None)(S/N: 1406892), Sharp PN-LE601 TV (S/N: 803611494) ,PTZ Optics Camera, (2)Crown Ceiling Mic, Shure SM58 Handheld mic, Shure QLXD1 Lapel Mic, Shure QLXD4 Wireless Mic Rec., BlackMagic SDI to HDMI convertor, Epiphan Video, SerialComm Serial Port Isolator | Sources: Computer, Laptop VGA, Laptop HDMI, Doc Cam | "
COB112,2019,1969,NEC NP-PA803UL,N/A,GOOD,5/21/2019,INC0122954,DM-MD8X8,,,,,"System- 
Components: 
Crestron- 
? TSW-760-TTK-B-S (6507727) Touchpanel 
? DM-MD8X8 (Inv. #: None)(S/N: 1806JBH10148)(Mfg. Date: FEB-18) 
? (2) DM-TX-201-C (Inv. # None)(S/N: 1747JBH06304 and 1748JBH10072) 
? DM-PSU-8 (S/N: 1808CRR02011) 
? CP3N (S/N: 1811JBH06573) 
Cisco Catalyst 3560-CX Series Switch(Inv. #: None)(S/N: F0C2225Y2LJ)(Mfg. Date: 20180620), AudioSource Amp-2210T(Inv. #: None)(S/N: 1742NEJ04956), ELMO TT-12iD Document Camera(Inv. #: None)(S/N: 1406868), Sharp PN-LE601 TV (S/N: 803611525) ,PTZ Optics Camera, Crown Ceiling Mic, Shure SM58 Handheld mic, Shure QLXD1 Lapel Mic, Shure ULXS4 Wireless Mic Rec., BlackMagic SDI to HDMI convertor, Epiphan Video | Sources: Computer, Laptop VGA, Laptop HDMI, Doc Cam | "
COB124,,,,,,,,,,,,,
COB152,,,,,,,,,,,,,
COB162,,,,,,,,,,,,,
COB180,1348,1342,Panasonic PT-RW930,N/A,GOOD,5/30/2019,INC0123375,DM-RMC-4K-SCALER-C,,,,,"System- 
Components: 
Crestron- 
? TSW-760-TTK-B-S (6507727) Touchpanel 
? DMPS3-300-C (Inv. #: None)(S/N: 1803JBH13503) 
Cisco Catalyst 3560-CX Series Switch(Inv. #: None)(Mfg. Date: 20180620), AudioSource Amp-2210T(Inv. #: None)(S/N: 1742NEJ04954), ELMO TT-12iD Document Camera(Inv. #: None)(S/N: 1405394), Sharp PN-LE601 TV (S/N: 803611496), Shure SM58 Handheld mic, Shure QLXD1 Lapel Mic, Shure QLXD4 Wireless Mic Rec., SerialComm Serial Port Isolator, (2)Logitech Clicker, Logitech Webcam | Sources: Computer, Laptop VGA, Laptop HDMI, Doc Cam | "
COB203,,,,,,,,,,,,,
COB207,1010,1007,NEC NP-P502WL-2,N/A,GOOD,5/20/2019,INC0123405,DMPS3-300-C,,,,,"System- 
Components: 
Crestron- 
? TSW-760-TTK-B-S (6507727) Touchpanel 
? DMPS3-300-C (Inv. #: None)(S/N: 1746JBH07231) 
Cisco Catalyst 3560-CX Series Switch(Inv. #: None)(Mfg. Date: 20180620), ELMO TT-12iD Document Camera(Inv. #: None)(S/N: 1405516), Sharp PN-LE601 TV (S/N: 803611497), Shure SM58 Handheld mic, Shure SLX1 Lapel Mic, Shure SLX4 Wireless Mic Rec., SerialComm Serial Port Isolator | Sources: Computer, Laptop VGA, Laptop HDMI, Doc Cam | "
